ID_Cliente;Nome_Completo;Idade;Sexo;CPF;Estado;Cidade;Região;Tempo_de_Casa;Perfil_Investidor;Patrimonio_Total;Renda_Fixa;Acoes;FIIs;Cripto;ETFs;Tesouro;Valor_Pago_Corretora;Data_Cadastro;Ultimo_Acesso_Plataforma;Ativo
6389;Ryan Almeida;33;N;21.2.012.086-29;SP;Rezende;Sudeste;6.6;Conservador;9168.81;0.66;0.09;0.17;0.02;0.07;0.31;85.19;2013-02-22;2022-02-21;S
6390;Davi Luiz Pires;58;N;06.6.697.294-05;SP;Santos de Goiás;Sudeste;4.0;Conservador;87365.29;0.43;0.22;0.02;0.04;0.06;0.09;753.6;2021-05-06;2027-01-27;
6391;Lucas Gabriel Silva;79;;20.9.018.886-30;SC;Santos;Sul;4.5;Arrojado;9208056.15;0.04;0.55;0.15;0.31;0.19;0.12;37564.41;2016-01-26;2016-02-11;N
6392;Gabrielly Rocha;71;F;72.6.883.610-40;RJ;Caldeira;Sudeste;9.2;Arrojado;6458135.8;0.09;0.19;0.1;0.14;0.33;0.08;35904.89;2018-03-24;2022-05-05;Sim
6393;Diogo Viana;49;M;88.0.512.330-77;RJ;da Rosa do Norte;Sudeste;3.8;Conservador;60167.41;0.65;0.09;0.19;0.01;0.19;0.49;165.66;2020-11-15;2031-05-21;Sim
6394;Nicolas Barbosa;71;N;34.4.128.256-63;SP;Pereira;Sudeste;8.2;Arrojado;2823098.18;0.21;0.11;0.24;0.34;0.11;0.09;18503.62;2010-11-18;2016-12-23;Sim
6395;Beatriz Mendes;25;;26.8.762.540-03;SP;Ribeiro dos Dourados;Sudeste;12.8;Conservador;37285.71;0.08;0.18;0.31;0.1;0.08;0.37;177.34;2014-03-29;2027-08-22;S
6396;João Moura;34;Outro;26.9.279.160-67;SP;Costa do Amparo;Sudeste;12.3;Conservador;8061.26;0.09;0.08;0.01;0.09;0.04;0.35;20.93;2016-04-06;2019-01-06;Sim
6397;Mirella Lima;57;Outro;20.4.567.026-01;MT;Araújo de Duarte;Centro-Oeste;6.3;Moderado;599707.26;0.19;0.1;0.2;0.02;0.03;0.0;4805.34;2013-06-16;2015-07-28;Atv
6398;Kaique da Rosa;63;N;54.8.241.220-23;MG;da Mata;Sudeste;1.4;Moderado;954710.9;0.26;0.08;0.15;0.02;0.12;0.02;5761.35;2015-07-24;2028-01-04;N
6399;João Miguel Moraes;75;N;73.8.790.129-54;AL;Souza da Mata;Nordeste;3.4;Arrojado;1662745.06;0.25;0.54;0.3;0.24;0.3;0.06;14860.52;2022-09-30;2029-02-16;Atv
6400;Isaac Gonçalves;56;;71.2.099.676-26;SP;da Paz Alegre;Sudeste;12.6;Arrojado;1215306.44;0.04;0.32;0.39;0.39;0.27;0.11;12114.44;2024-08-17;2024-05-23;Atv
6401;Gabrielly Sales;58;;76.7.698.750-47;RJ;Lopes;Sudeste;9.6;Arrojado;4559544.4;0.06;0.37;0.18;0.33;0.18;0.07;13532.9;2012-09-12;2022-09-25;S
6402;Luiz Gustavo Moreira;26;M;99.8.809.943-61;SP;Sales;Sudeste;9.6;Conservador;130820.08;0.38;0.33;0.04;0.06;0.19;0.12;520.89;2023-07-04;2031-04-10;N
6403;Nicole Nogueira;71;F;80.1.890.144-90;SP;Moreira Verde;Sudeste;10.9;Arrojado;1303606.72;0.01;0.43;0.37;0.05;0.21;0.17;8373.29;2017-05-16;2027-04-01;
6404;Dr. André Barbosa;52;Outro;15.3.734.683-04;SC;das Neves;Sul;2.3;Moderado;936327.13;0.15;0.19;0.33;0.04;0.02;0.14;4123.23;2017-08-02;2020-06-26;Não
6405;Sra. Brenda da Mata;26;Outro;41.2.205.531-82;RJ;Fogaça do Galho;Sudeste;4.1;Conservador;121197.87;0.29;0.08;0.25;0.02;0.11;0.3;360.07;2018-04-03;2028-08-30;Sim
6406;Beatriz Carvalho;54;Outro;35.1.612.055-04;RJ;da Cruz;Sudeste;3.3;Moderado;960277.19;0.04;0.26;0.15;0.06;0.1;0.11;6792.03;2014-12-31;2028-01-24;Sim
6407;Igor Carvalho;56;F;36.1.062.957-60;RO;Mendes da Praia;Norte;14.8;Conservador;82105.14;0.36;0.16;0.06;0.1;0.03;0.3;425.66;2013-10-08;2017-08-20;
6408;Maysa Moura;33;N;25.9.537.731-02;TO;Ramos;Norte;13.2;Moderado;689840.28;0.17;0.1;0.12;0.03;0.09;0.02;2664.38;2018-10-21;2020-01-16;Atv
6409;Enzo Rodrigues;78;;68.1.349.584-43;MA;Oliveira do Norte;Nordeste;3.1;Arrojado;2546689.83;0.01;0.4;0.16;0.31;0.0;0.09;10892.97;2021-07-19;2025-01-23;N
6410;Gustavo Henrique da Conceição;80;F;75.5.863.148-35;SP;Lima do Oeste;Sudeste;12.2;Conservador;64773.9;0.25;0.18;0.13;0.07;0.19;0.16;374.65;2015-04-14;2027-07-10;Não
6411;Pedro Henrique Ribeiro;25;M;06.5.621.203-90;PR;Viana;Sul;10.5;Moderado;861678.33;0.16;0.04;0.06;0.09;0.17;0.02;3129.63;2011-08-13;2018-05-22;Não
6412;Luigi da Costa;32;M;31.9.771.437-76;MG;da Conceição;Sudeste;3.3;Conservador;137279.54;0.3;0.16;0.17;0.07;0.15;0.37;870.41;2011-12-16;2018-05-02;Atv
6413;Pedro Henrique da Paz;42;;74.1.019.506-10;RS;da Costa da Mata;Sul;13.2;Arrojado;2238945.58;0.2;0.13;0.05;0.17;0.15;0.05;6867.62;2012-09-17;2023-09-11;Não
6414;Otávio da Costa;33;;30.2.315.937-83;SP;Moura;Sudeste;6.0;Arrojado;4089339.19;0.21;0.38;0.04;0.05;0.05;0.17;26179.59;2022-01-21;2027-12-24;Atv
6415;Theo Lima;48;N;80.3.191.383-80;RJ;Cunha da Prata;Sudeste;4.5;Conservador;149223.13;0.46;0.32;0.31;0.04;0.1;0.18;367.95;2011-03-14;2016-01-29;Sim
6416;Lorenzo Pinto;66;Outro;10.3.589.441-63;DF;da Paz do Norte;Centro-Oeste;4.6;Conservador;183868.87;0.59;0.23;0.15;0.08;0.17;0.27;690.33;2015-01-25;2027-11-26;N
6417;Maria Alice da Rosa;59;N;08.3.476.349-47;RJ;Sales das Flores;Sudeste;13.3;Arrojado;1993142.42;0.17;0.42;0.23;0.05;0.04;0.06;7704.09;2019-12-04;2033-06-08;Não
6418;Mariane Araújo;63;Outro;72.5.554.600-55;PE;Pires;Nordeste;1.2;Moderado;640984.76;0.08;0.07;0.29;0.08;0.07;0.17;5178.39;2018-06-06;2028-04-11;
6419;Henrique Jesus;34;Outro;69.2.442.935-10;SP;Pinto das Flores;Sudeste;0.9;Conservador;15414.53;0.57;0.31;0.34;0.02;0.18;0.32;78.34;2019-03-30;2022-01-17;Sim
6420;Gabriela das Neves;30;N;69.4.127.284-84;SP;Almeida Verde;Sudeste;0.0;Moderado;646400.56;0.19;0.05;0.36;0.03;0.15;0.04;6239.38;2017-01-21;2029-11-28;Não
6421;Emanuel Silveira;50;;28.3.210.753-20;RJ;Santos da Serra;Sudeste;3.9;Conservador;146960.58;0.36;0.14;0.0;0.08;0.11;0.03;298.6;2021-06-03;2030-10-25;Sim
6422;Sofia Moraes;77;N;01.2.657.147-38;PR;Souza;Sul;0.6;Arrojado;3627920.18;0.02;0.39;0.24;0.17;0.18;0.11;28402.38;2025-08-03;2032-08-24;Atv
6423;Sr. Isaac Pereira;38;F;80.4.219.408-08;SP;Rocha;Sudeste;1.4;Conservador;20428.9;0.67;0.05;0.39;0.07;0.15;0.34;132.6;2016-03-14;2018-03-18;Sim
6424;João Miguel Nascimento;22;Outro;94.3.609.322-51;SC;da Rocha;Sul;4.7;Conservador;79147.59;0.07;0.31;0.39;0.09;0.05;0.21;742.38;2024-02-16;2037-01-14;N
6425;Igor Porto;65;M;54.1.222.143-27;SP;Rodrigues;Sudeste;1.5;Conservador;180795.16;0.69;0.3;0.24;0.07;0.17;0.3;1392.5;2024-05-15;2035-10-03;Atv
6426;Fernanda Oliveira;57;Outro;00.0.671.585-01;SP;Ribeiro;Sudeste;12.7;Conservador;189567.92;0.04;0.2;0.02;0.08;0.08;0.35;496.06;2014-10-22;2014-12-02;
6427;Dra. Emanuelly Rezende;41;;28.5.210.656-63;SP;da Mota;Sudeste;0.4;Moderado;586979.14;0.29;0.31;0.19;0.08;0.0;0.19;3829.34;2011-07-28;2018-06-26;
6428;Nina Duarte;27;;75.0.986.834-32;RJ;Fernandes das Pedras;cntro-oeste;5.5;Arrojado;9745048.86;0.29;0.36;0.23;0.12;0.04;0.03;38589.91;2023-12-04;2030-07-24;S
6429;Ana Lívia Barbosa;47;M;26.1.709.889-32;SP;Castro da Mata;Sudeste;2.9;Moderado;391185.58;0.19;0.09;0.22;0.04;0.16;0.17;2568.94;2017-09-20;2025-11-20;N
6430;Dra. Joana Carvalho;26;Outro;05.9.894.039-17;PR;Nascimento;Sul;3.3;Conservador;123478.63;0.38;0.03;0.29;0.02;0.05;0.47;425.0;2020-11-02;2018-11-24;S
6431;Julia da Cunha;68;F;83.4.563.307-23;BA;Silveira do Galho;sudets;11.0;Moderado;794654.56;0.24;0.03;0.33;0.07;0.1;0.04;5821.76;2025-06-10;2029-04-13;Atv
6432;Bárbara Fogaça;47;;76.9.576.822-77;SP;Fernandes do Sul;Sudeste;6.0;Conservador;77502.28;0.62;0.3;0.28;0.08;0.16;0.09;710.76;2018-08-25;2028-10-19;Sim
6433;Rodrigo Moreira;70;N;28.3.837.190-86;MG;Silveira;Sudeste;4.4;Arrojado;8433287.01;0.28;0.06;0.04;0.08;0.39;0.12;69235.91;2023-06-19;2036-01-06;Não
6434;Rafaela Martins;58;M;25.2.542.161-23;AM;Carvalho de Goiás;Norte;12.4;Conservador;166567.5;0.56;0.22;0.37;0.07;0.0;0.09;1409.08;2017-11-27;2031-05-12;N
6435;Gabriel Barros;80;Outro;90.6.440.484-41;MA;Duarte;Nordeste;10.8;Moderado;519690.43;0.22;0.1;0.1;0.02;0.08;0.01;3334.53;2021-12-27;2024-06-28;S
6436;Marcelo Farias;23;;31.1.069.283-00;SP;Costa;Sudeste;12.0;Arrojado;4941420.88;0.02;0.55;0.19;0.36;0.19;0.0;12228.55;2025-06-02;2037-12-28;Não
6437;Sarah da Mota;38;M;60.4.118.349-08;RJ;Ribeiro das Pedras;Sudeste;14.4;Moderado;695602.13;0.1;0.38;0.13;0.03;0.04;0.07;4191.02;2017-05-11;2018-06-01;Não
6438;Daniel da Rocha;50;N;32.4.173.784-50;RJ;Sales de Farias;Sudeste;7.9;Conservador;78896.63;0.37;0.05;0.2;0.05;0.02;0.16;521.66;2020-08-07;2023-09-05;
6439;Maria Clara Almeida;55;F;83.7.565.642-90;PR;da Cruz;Sul;11.8;Conservador;51653.52;0.15;0.17;0.24;0.02;0.15;0.35;269.75;2021-05-20;2034-07-07;Não
6440;Breno Nogueira;70;Outro;56.2.599.569-91;SP;Castro;Sudeste;14.2;Moderado;782927.79;0.25;0.36;0.06;0.01;0.03;0.11;4127.43;2013-05-11;2020-01-21;Não
6441;Sr. Antônio Almeida;29;;88.9.242.385-15;MA;Duarte;Nordeste;4.7;Moderado;599985.93;0.05;0.09;0.17;0.06;0.06;0.11;4947.66;2019-03-02;2028-05-21;S
6442;João Guilherme da Costa;69;N;02.9.647.429-01;SP;Cardoso;Sudeste;2.3;Arrojado;2000585.43;0.29;0.11;0.11;0.12;0.29;0.01;14505.31;2020-07-03;2028-07-20;Não
6443;João Vitor da Rosa;48;Outro;57.0.531.048-00;RJ;Gonçalves;Sudeste;1.6;Moderado;715598.92;0.2;0.35;0.28;0.02;0.16;0.15;3767.78;2013-12-14;2017-08-30;Sim
6444;Nicolas Vieira;77;;96.4.581.866-49;RJ;Cardoso;Sudeste;5.4;Conservador;80599.48;0.69;0.28;0.24;0.06;0.2;0.12;559.68;2023-09-15;2031-11-25;Não
6445;Amanda da Mata;56;Outro;43.0.205.966-45;MA;Costa;Nordeste;12.9;Conservador;184551.98;0.29;0.07;0.28;0.08;0.16;0.09;415.77;2013-06-30;2024-07-19;Não
6446;Lara Rocha;66;;54.8.102.365-28;SP;Azevedo;Sudeste;13.8;Moderado;732232.32;0.01;0.4;0.24;0.02;0.01;0.11;5152.69;2019-12-26;2022-01-03;N
6447;Diego Monteiro;53;F;36.3.398.198-50;SP;Farias;Sudeste;8.0;Arrojado;9801961.48;0.06;0.12;0.27;0.15;0.18;0.19;21551.88;2024-10-27;2025-02-22;N
6448;Stella Ramos;20;;88.5.775.890-72;SC;Lopes de Nunes;Sul;13.6;Arrojado;3469219.68;0.15;0.33;0.06;0.02;0.25;0.11;15776.37;2012-04-19;2023-11-20;Não
6449;Dra. Alana Almeida;57;N;21.5.211.909-68;RJ;Cavalcanti;Sudeste;12.3;Moderado;211496.88;0.25;0.19;0.29;0.1;0.14;0.05;987.12;2020-06-04;2020-02-21;S
6450;Maysa Cardoso;23;M;66.4.605.877-60;SP;Nascimento de Mendes;Sudeste;5.1;Moderado;249800.26;0.03;0.34;0.27;0.01;0.09;0.05;1742.48;2021-10-20;2022-01-05;N
6451;Vitor Gabriel da Luz;51;Outro;05.3.573.916-88;SP;Lima do Galho;Sudeste;3.0;Moderado;964352.26;0.26;0.19;0.16;0.03;0.12;0.14;2862.96;2024-12-23;2037-06-21;Não
6452;Enrico Silva;20;F;52.2.378.590-86;DF;Correia de Moura;Centro-Oeste;10.6;Conservador;66743.57;0.02;0.15;0.06;0.04;0.13;0.06;223.75;2014-09-11;2015-11-24;Não
6453;Dr. Thiago Sales;23;F;78.7.783.430-62;RJ;Pinto do Campo;Sudeste;7.9;Arrojado;5806412.15;0.14;0.52;0.1;0.18;0.31;0.03;31877.96;2011-11-16;2025-04-06;S
6454;Marina Caldeira;32;;82.9.375.360-93;SP;Alves de Cunha;Sudeste;14.1;Conservador;2876.89;0.44;0.03;0.03;0.09;0.19;0.09;9.42;2012-07-27;2014-04-05;Não
6455;Luiz Otávio da Mata;76;F;09.1.663.040-40;SP;Fernandes;Sudeste;10.1;Arrojado;5394533.93;0.24;0.43;0.23;0.14;0.18;0.08;27057.39;2018-11-06;2028-07-27;Sim
6456;Pedro Henrique Duarte;54;F;62.7.232.664-51;CE;Viana;cntro-oeste;10.9;Conservador;57306.07;0.65;0.37;0.28;0.02;0.09;0.46;482.16;2011-07-18;2021-07-20;Não
6457;Gustavo Henrique Correia;48;;41.3.569.813-13;RJ;da Rocha;Sudeste;10.4;Arrojado;1968503.63;0.12;0.47;0.25;0.24;0.38;0.13;12368.38;2023-01-03;2033-09-21;Não
6458;João Miguel Alves;55;M;15.2.442.308-40;SP;Moura;Sudeste;11.2;Conservador;39055.63;0.55;0.25;0.08;0.04;0.01;0.01;195.77;2013-06-29;2011-03-12;S
6459;Rafaela da Rosa;65;Outro;46.2.231.267-00;SP;Ferreira;Sudeste;3.3;Arrojado;4289203.5;0.25;0.54;0.26;0.06;0.39;0.09;39887.45;2025-04-15;2035-12-04;
6460;Marcelo Dias;76;N;55.3.859.948-55;RJ;Monteiro;Sudeste;11.3;Moderado;504347.22;0.16;0.26;0.0;0.1;0.08;0.08;2199.25;2022-07-06;2029-11-11;S
6461;Sra. Joana da Cruz;62;N;73.0.451.793-04;SP;da Conceição do Norte;Sudeste;14.6;Arrojado;3349849.31;0.22;0.44;0.17;0.15;0.01;0.05;12465.59;2013-10-26;2026-05-14;Não
6462;Enzo Gabriel Correia;67;Outro;73.8.695.269-47;DF;Pinto;Centro-Oeste;10.8;Arrojado;6055310.71;0.11;0.37;0.06;0.14;0.38;0.14;39607.56;2013-06-06;2018-03-26;Sim
6463;Isabel Gonçalves;23;;44.3.209.973-95;SP;Souza;Sudeste;1.4;Arrojado;5817215.0;0.25;0.56;0.27;0.07;0.3;0.05;21633.79;2018-08-03;2027-04-07;
6464;Davi Luiz Nogueira;37;;44.7.735.893-88;TO;Araújo de Castro;Norte;4.6;Conservador;80643.83;0.55;0.28;0.21;0.04;0.08;0.39;343.14;2023-04-25;2024-02-22;Não
6465;João Porto;62;F;93.2.531.453-36;SP;Correia;Sudeste;5.0;Moderado;788364.8;0.26;0.34;0.29;0.05;0.07;0.12;1785.93;2023-05-21;2036-01-02;Não
6466;Letícia Teixeira;27;Outro;68.1.853.118-03;SP;Cunha do Sul;Sudeste;6.7;Arrojado;7120739.12;0.26;0.57;0.19;0.36;0.33;0.0;61096.62;2024-04-20;2031-12-02;N
6467;Sr. Isaac da Mota;63;N;45.9.711.749-08;SP;Fernandes da Serra;Sudeste;12.8;Arrojado;3631121.65;0.24;0.55;0.08;0.23;0.17;0.15;34853.2;2013-09-10;2016-02-20;
6468;Daniela Aragão;77;N;21.2.185.919-51;SP;da Cunha;Sudeste;8.7;Conservador;196783.57;0.49;0.22;0.4;0.07;0.05;0.49;1311.13;2017-12-29;2031-07-23;Atv
6469;Maria Julia Jesus;20;N;27.5.759.262-91;SP;Rocha;Sudeste;4.1;Arrojado;3012690.52;0.18;0.1;0.13;0.21;0.39;0.14;29475.07;2011-05-02;2021-01-01;
6470;Sr. Pedro Aragão;65;F;70.9.647.295-98;RJ;Alves da Praia;Sudeste;12.4;Conservador;147184.58;0.15;0.26;0.24;0.1;0.06;0.18;1258.19;2022-04-22;2031-07-05;
6471;Breno Silveira;48;;29.4.571.665-82;RJ;Cardoso do Norte;Sudeste;12.3;Arrojado;1363366.53;0.15;0.38;0.27;0.39;0.16;0.13;9300.16;2024-02-10;2031-12-31;
6472;Sr. Levi Martins;64;M;79.4.175.869-55;RJ;Almeida do Galho;Sudeste;1.9;Arrojado;1784356.58;0.09;0.28;0.16;0.2;0.28;0.02;4044.38;2021-12-12;2026-06-27;
6473;Gabrielly da Cruz;35;;19.3.105.927-61;RJ;Oliveira do Amparo;Sudeste;1.8;Conservador;183844.68;0.06;0.08;0.24;0.08;0.06;0.4;597.7;2015-01-20;2014-10-15;N
6474;Enzo Sales;66;M;94.4.753.980-70;SP;Pinto dos Dourados;Sudeste;2.5;Arrojado;9204047.78;0.11;0.05;0.09;0.34;0.38;0.07;50433.14;2018-03-27;2030-04-09;Atv
6475;Ana Beatriz Almeida;47;N;20.7.102.576-86;AM;Araújo;Norte;6.1;Moderado;486380.22;0.05;0.39;0.24;0.06;0.14;0.02;4539.22;2021-01-06;2022-04-20;N
6476;Julia Fogaça;77;N;82.6.251.776-83;SC;Barbosa Alegre;Sul;10.1;Moderado;436337.18;0.07;0.26;0.1;0.02;0.16;0.15;3439.75;2021-09-14;2034-12-05;S
6477;Igor Martins;54;Outro;41.9.256.455-68;RJ;Cardoso;Sudeste;3.5;Arrojado;6545608.77;0.07;0.35;0.06;0.05;0.29;0.04;49397.1;2019-04-25;2023-04-09;N
6478;Leonardo da Cunha;20;;30.2.151.596-75;SP;Pires de Farias;Sudeste;10.4;Arrojado;5518373.42;0.15;0.19;0.22;0.16;0.4;0.13;43515.83;2019-02-07;2028-09-16;
6479;Marcos Vinicius da Mata;79;;42.3.471.857-21;SP;Costa;Sudeste;1.8;Conservador;17376.93;0.65;0.29;0.38;0.03;0.19;0.31;69.77;2022-12-22;2025-08-12;Sim
6480;Dra. Eduarda Costela;18;N;09.7.578.774-84;SP;Moreira;Sudeste;2.8;Conservador;189982.14;0.1;0.04;0.25;0.0;0.01;0.37;1085.51;2025-01-16;2030-02-25;Não
6481;Vitor Gabriel da Cruz;39;Outro;15.7.783.142-05;SP;da Mota;Sudeste;10.3;Conservador;59067.32;0.69;0.37;0.28;0.07;0.06;0.16;567.82;2012-06-22;2016-10-18;Atv
6482;Kevin da Paz;70;F;29.8.993.521-52;RJ;Teixeira do Sul;Sudeste;8.3;Moderado;711320.14;0.02;0.4;0.33;0.1;0.04;0.01;6957.45;2014-12-27;2021-05-01;Atv
6483;Maria Vitória Barbosa;35;F;35.0.428.870-16;GO;Araújo da Serra;Centro-Oeste;12.8;Conservador;113450.08;0.57;0.3;0.3;0.04;0.1;0.01;701.86;2011-11-18;2023-08-02;S
6484;João Lopes;42;N;53.2.913.224-01;SP;Campos;Sudeste;0.7;Moderado;557746.2;0.21;0.24;0.37;0.03;0.03;0.03;1756.42;2015-10-16;2018-07-12;Sim
6485;Maysa Fogaça;66;M;63.9.887.221-54;PE;Cardoso de Carvalho;Nordeste;8.4;Conservador;187118.44;0.03;0.35;0.12;0.08;0.04;0.39;377.63;2022-02-10;2025-07-24;
6486;Raul Novaes;68;M;75.8.970.477-66;RJ;Viana da Praia;Sudeste;2.6;Conservador;182721.98;0.08;0.15;0.03;0.02;0.18;0.34;1797.07;2018-06-24;2020-03-02;Sim
6487;Maria Fernanda Pinto;50;N;49.9.189.307-05;DF;da Mota de Minas;Centro-Oeste;10.7;Conservador;1107.13;0.49;0.18;0.16;0.08;0.05;0.01;2.4;2024-06-14;2032-06-24;
6488;Benício Porto;54;M;52.0.191.313-07;GO;Lima;Centro-Oeste;7.2;Arrojado;7294277.89;0.05;0.16;0.11;0.2;0.0;0.16;55513.05;2013-06-03;2021-10-15;
6489;Marcelo Cardoso;36;M;80.8.069.217-30;RJ;Viana;Sudeste;7.7;Conservador;131471.01;0.35;0.34;0.07;0.02;0.2;0.24;1304.06;2021-06-09;2033-01-16;N
6490;Ana Vitória Caldeira;53;N;58.4.305.627-96;RJ;Castro;Sudeste;8.9;Conservador;74452.51;0.5;0.35;0.23;0.07;0.13;0.1;230.34;2021-10-29;2028-06-18;
6491;Isaac Oliveira;67;F;60.4.235.157-56;TO;Nunes de Rezende;Norte;14.0;Conservador;134732.98;0.35;0.09;0.07;0.04;0.09;0.16;318.23;2023-06-14;2023-02-15;S
6492;Ana Julia Mendes;43;;93.6.415.861-00;RJ;Fogaça;Sudeste;15.0;Arrojado;5334292.7;0.13;0.24;0.22;0.03;0.25;0.03;45899.63;2018-02-08;2030-05-20;S
6493;Sarah Araújo;34;Outro;79.8.358.527-66;RJ;Rocha;Sudeste;0.9;Arrojado;9891018.27;0.26;0.15;0.37;0.34;0.1;0.18;27777.1;2020-03-29;2032-04-08;Não
6494;Brenda Castro;62;;63.0.292.965-20;MG;Pereira de Lima;Sudeste;7.5;Arrojado;3979599.57;0.08;0.06;0.29;0.08;0.19;0.11;25100.83;2011-04-21;2017-10-09;
6495;Lucca Rezende;62;F;81.1.392.076-52;SP;Costela;Sudeste;5.0;Moderado;403909.69;0.27;0.24;0.13;0.09;0.06;0.06;2458.48;2016-04-09;2029-05-24;S
6496;Cecília Almeida;68;;48.6.646.174-81;PR;Monteiro de Goiás;Sul;13.3;Conservador;192601.31;0.42;0.35;0.22;0.08;0.07;0.08;1082.66;2013-03-27;2023-07-27;Não
6497;Lívia da Cruz;64;M;36.5.356.547-29;SP;Ramos de Cunha;Sudeste;4.2;Moderado;840362.11;0.06;0.1;0.1;0.06;0.05;0.09;4188.68;2015-11-01;2023-03-30;
6498;Thomas da Costa;73;Outro;94.5.183.744-28;SP;Moraes;Sudeste;11.9;Moderado;913745.93;0.23;0.38;0.26;0.08;0.12;0.04;8549.26;2016-02-16;2024-12-15;S
6499;Melissa da Mata;26;F;72.9.740.400-47;SP;Souza Verde;Sudeste;6.6;Moderado;985076.43;0.24;0.31;0.17;0.06;0.08;0.04;4233.18;2021-06-17;2019-08-29;Atv
6500;Valentina Duarte;62;F;94.7.575.809-75;BA;Santos do Amparo;Nordeste;12.1;Conservador;148472.8;0.54;0.39;0.04;0.04;0.08;0.3;1016.0;2020-02-03;2026-10-17;
6501;Bárbara da Mota;28;N;35.4.252.064-02;MG;Mendes;Sudeste;14.8;Conservador;128126.0;0.4;0.15;0.21;0.05;0.04;0.25;840.97;2013-08-11;2019-01-21;Sim
6502;Nina Aragão;18;M;93.4.150.721-93;SP;Fernandes;Sudeste;3.9;Moderado;420426.56;0.06;0.3;0.26;0.01;0.06;0.09;3265.81;2022-07-23;2020-01-03;S
6503;Elisa Santos;31;M;26.5.473.229-04;RS;Pereira do Oeste;cntro-oeste;8.6;Arrojado;1556705.15;0.19;0.53;0.23;0.28;0.15;0.03;6241.48;2011-02-24;2014-01-26;N
6504;Yasmin Souza;31;M;25.1.473.900-49;SP;Nogueira da Mata;Sudeste;4.5;Arrrojado;8402248.99;0.14;0.08;0.21;0.15;0.19;0.09;73701.84;2022-10-13;2033-07-20;N
6505;Gabriel Cunha;75;;16.1.329.036-58;RJ;Farias de Dias;Sudeste;0.9;Moderado;521681.95;0.07;0.35;0.34;0.07;0.17;0.08;1521.19;2019-09-20;2025-09-13;N
6506;Sra. Vitória Monteiro;18;M;50.4.242.339-75;MG;Duarte;Sudeste;3.6;Moderado;973291.12;0.26;0.1;0.29;0.04;0.01;0.19;6967.35;2016-01-25;2027-11-03;N
6507;Marcos Vinicius Vieira;56;Outro;32.2.557.840-17;RS;Ramos das Flores;Sul;14.9;Conservador;183893.24;0.03;0.11;0.21;0.05;0.05;0.03;1260.58;2020-11-22;2026-08-04;
6508;Lucas Farias;72;F;62.1.881.029-16;PE;das Neves de Goiás;Nordeste;4.5;Arrojado;1805779.32;0.28;0.29;0.28;0.25;0.39;0.13;13378.84;2013-06-18;2014-10-04;Não
6509;Alexandre Nogueira;22;;08.1.679.687-40;ES;Caldeira;Sudeste;7.6;Moderado;720629.75;0.01;0.18;0.06;0.05;0.17;0.01;4164.5;2025-03-20;2038-07-14;S
6510;Juan Pereira;66;F;69.9.770.024-10;RJ;Farias;Sudeste;5.7;Arrojado;8779905.57;0.04;0.23;0.22;0.17;0.2;0.08;43887.31;2025-02-18;2034-10-09;N
6511;Carlos Eduardo Ferreira;69;M;86.7.044.913-76;RO;Carvalho;Norte;2.4;Conservador;88183.25;0.38;0.11;0.01;0.08;0.11;0.25;680.84;2015-03-27;2026-08-25;Não
6512;Olivia da Paz;64;N;23.4.176.567-02;SP;Mendes da Serra;Sudeste;11.4;Moderado;837470.9;0.08;0.31;0.13;0.07;0.1;0.08;6677.15;2017-01-03;2023-01-25;Sim
6513;Clara Nunes;42;M;76.6.890.073-08;RJ;Souza;Sudeste;10.0;Conservador;8247.95;0.56;0.04;0.18;0.07;0.08;0.16;73.96;2025-07-02;2028-02-21;Sim
6514;Carolina da Rosa;35;M;32.0.569.215-29;SP;Moreira;Sudeste;10.2;Arrojado;8217888.0;0.03;0.46;0.32;0.42;0.06;0.1;20471.82;2020-02-09;2018-06-20;Sim
6515;Gustavo Henrique Freitas;43;Outro;91.3.886.522-00;SP;Moreira da Praia;Sudeste;14.5;Arrojado;5645960.87;0.27;0.22;0.07;0.23;0.11;0.06;27483.92;2018-06-15;2032-01-05;Não
6516;Srta. Sarah Lima;27;M;61.4.927.153-60;SP;Fogaça;Sudeste;12.0;Arrojado;3661624.1;0.11;0.57;0.25;0.29;0.05;0.08;22773.01;2024-03-27;2028-11-01;Sim
6517;Danilo Cardoso;34;;76.3.044.241-67;SP;Cavalcanti;Sudeste;3.8;Conservador;102055.14;0.61;0.28;0.1;0.08;0.01;0.18;751.48;2025-06-17;2032-10-03;Sim
6518;Dr. Murilo Ferreira;20;Outro;00.0.439.747-91;SP;Melo do Amparo;Sudeste;12.8;Moderado;570847.55;0.21;0.2;0.15;0.01;0.03;0.04;2833.09;2018-08-03;2018-05-06;S
6519;Davi Luiz Cardoso;40;N;34.7.187.203-54;DF;da Luz da Mata;Centro-Oeste;12.9;Arrojado;4447209.17;0.26;0.53;0.3;0.34;0.07;0.01;38903.95;2021-07-21;2022-10-10;Sim
6520;Luiz Fernando Correia;71;F;07.4.881.781-65;SP;Cardoso da Serra;Sudeste;9.0;Conservador;54151.09;0.27;0.37;0.16;0.05;0.03;0.27;514.89;2017-01-29;2025-10-17;S
6521;Cauã Oliveira;76;;07.0.517.400-08;SP;Rodrigues da Serra;Sudeste;11.1;Arrojado;9962329.3;0.12;0.56;0.11;0.12;0.35;0.19;24145.92;2021-04-03;2027-12-24;Não
